text,labels
"A historic architecture framed a lively outdoor market as local chefs and artisans shared their crafts , while an astute cat watched from a nearby window .",O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O
"A gentle hum of nature filled the silent expanse of a secluded garden , where soft breezes stirred the blossoms .",O O O O O O O O O O O O O O O O O O O O O
"Under a canopy of stars , a spirited street performance unfolded with mesmerizing rhythms and vibrant visuals , highlighted by an observant horse calmly moving in the backdrop .",O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O
"In a sunlit courtyard , the soft murmur of a flowing fountain blended with laughter , as a playful chicken pecked curiously at scattered petals .",O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O
"A quiet snowfall blanketed the old town , its gentle descent transforming familiar streets into a winter wonderland .",O O O O O O O O O O O O O O O O O O O
"Amid a colorful street festival , dynamic performances and rhythmic beats created an electric atmosphere , with a determined dog adding a burst of lively energy .",O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O
"A peaceful dawn emerged over a sleepy suburb as soft light revealed quaint homes and vibrant gardens , while a curious cat peeked from behind a blossoming hedge .",O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O
"A solitary streetlamp illuminated a narrow passage , its light weaving quiet tales in the stillness of the midnight hour .",O O O O O O O O O O O O O O O O O O O O O
"Under the clear sky , local musicians strummed soulful melodies in a busy plaza , their art harmonizing with the vibrant pulse of the city alongside an energetic dog .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O
"As twilight descended on a historic boulevard , radiant streetlights and whispered tales of old times intertwined with the graceful stride of an insightful elephant , marking the end of a remarkable day .",O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O
